county,fips,name,area_sqmi,land_area_acres,population,housing_units,households,svi,socioeconomic_svi,household_svi,racial_svi,housing_transport_svi,median_household_income,pc_poverty,pc_age_17_and_below,pc_latino,pc_limited_english,pc_born_central_america,median_household_income_relative,pc_age_17_and_below_relative,pc_poverty_relative,pc_latino_relative,pc_limited_english_relative,pc_born_central_america_relative,pounds_13d_2018_2022,pounds_chloropicrin_2018_2022,pounds_13d_per_100_acres_2018_2022,pounds_chloropicrin_per_100_acres_2018_2022,pounds_13d_per_1000_people_2018_2022,pounds_chloropicrin_per_1000_people_2018_2022
Los Angeles County,06037650001,Census Tract 6500.01; Los Angeles County; California,0.61164155279,391.450150225,5807,2494,2243,0.4091,0.2597,0.2917,0.6033,0.668,106301,14.3,21.1,21.9,5,1.8,1.1566400087046407,1.7438016528925622,0.6412556053811659,0.5516372795969773,0.5617977528089887,0.1487603305785124,,,,,,
Los Angeles County,06037650003,Census Tract 6500.03; Los Angeles County; California,0.19611664988,125.51451370000001,3057,1288,1181,0.7446,0.7196,0.7199,0.5223,0.7322,76763,17.4,16.5,20,9,9.1,0.8352429138784615,1.3636363636363638,0.780269058295964,0.5037783375314862,1.0112359550561798,0.7520661157024793,,,,,,
Los Angeles County,06037650004,Census Tract 6500.04; Los Angeles County; California,0.291767242748,186.73082377,4179,1601,1496,0.4791,0.4903,0.4444,0.7369,0.3572,95066,7.7,18.6,30.8,8.2,0.9,1.0343942114139602,1.5371900826446283,0.3452914798206278,0.7758186397984886,0.9213483146067415,0.0743801652892562,,,,,,
Los Angeles County,06037650101,Census Tract 6501.01; Los Angeles County; California,0.73227140065,468.653165375,5532,2239,2079,0.65,0.4159,0.7308,0.7026,0.7965,105417,8.1,20.7,17.8,7,3.2,1.147021380773625,1.7107438016528926,0.3632286995515695,0.44836272040302266,0.7865168539325842,0.2644628099173554,,,,,,
Los Angeles County,06037650102,Census Tract 6501.02; Los Angeles County; California,0.329093267496,210.61945254,2154,759,732,0.2238,0.3326,0.2939,0.4976,0.116,113333,4.4,21.6,23.3,4.4,3.4,1.233153800119689,1.785123966942149,0.19730941704035876,0.5869017632241813,0.49438202247191015,0.2809917355371901,,,,,,
Los Angeles County,06037650200,Census Tract 6502; Los Angeles County; California,0.935979974156,599.02650469,6056,1940,1847,0.2926,0.1249,0.2665,0.5026,0.5893,119609,5.5,22.7,30.5,5.3,6,1.3014417061095698,1.8760330578512396,0.24663677130044842,0.7682619647355163,0.5955056179775281,0.49586776859504134,,,,,,
Los Angeles County,06037650300,Census Tract 6503; Los Angeles County; California,0.724513453164,463.68808461000003,7326,2559,2559,0.6569,0.4342,0.5635,0.6312,0.8982,81972,5.3,17.1,24.5,11.3,7.2,0.8919210053859964,1.413223140495868,0.23766816143497757,0.6171284634760705,1.2696629213483146,0.5950413223140496,,,,,,
Los Angeles County,06037650401,Census Tract 6504.01; Los Angeles County; California,1.354182494436,866.67581439,4295,1555,1507,0.1831,0.1743,0.131,0.4835,0.3074,157314,5,17.5,21.9,3.2,0.9,1.7117023012893748,1.4462809917355373,0.22421524663677128,0.5516372795969773,0.3595505617977528,0.0743801652892562,,,,,,
Los Angeles County,06037650501,Census Tract 6505.01; Los Angeles County; California,0.383346776128,245.34165872000003,2833,976,951,0.0457,0.0035,0.3079,0.4246,0.0956,170547,1.5,22.7,15.1,4.6,1.5,1.8556879386322833,1.8760330578512396,0.06726457399103139,0.380352644836272,0.5168539325842696,0.12396694214876033,,,,,,
Los Angeles County,06037650502,Census Tract 6505.02; Los Angeles County; California,0.514732653504,329.42852496,4222,1691,1577,0.2128,0.1268,0.4238,0.3918,0.2658,138223,3.5,19.2,19.9,3.8,2.9,1.503976932702247,1.5867768595041323,0.1569506726457399,0.5012594458438286,0.42696629213483145,0.2396694214876033,,,,,,
Los Angeles County,06037650603,Census Tract 6506.03; Los Angeles County; California,0.492759202582,315.36553230500004,3791,1573,1521,0.5249,0.2701,0.5606,0.4773,0.8357,111375,7.9,17.2,8.7,4.4,0.5,1.2118491921005385,1.421487603305785,0.3542600896860987,0.21914357682619645,0.49438202247191015,0.04132231404958678,,,,,,
Los Angeles County,06037650604,Census Tract 6506.04; Los Angeles County; California,0.19900083182,127.36038805000001,5712,2952,2693,0.5063,0.5381,0.1086,0.5946,0.7345,67834,14.5,18.4,23.1,9.3,6.3,0.7380882432947065,1.5206611570247932,0.6502242152466368,0.5818639798488665,1.0449438202247192,0.5206611570247934,,,,,,
Los Angeles County,06037650605,Census Tract 6506.05; Los Angeles County; California,0.186945182972,119.64478153,2845,1050,1034,0.2683,0.0958,0.1331,0.5472,0.6894,123636,3.1,25.1,17.2,7.5,1,1.3452586910396604,2.074380165289256,0.13901345291479822,0.43324937027707805,0.8426966292134831,0.08264462809917356,,,,,,
Los Angeles County,06037650606,Census Tract 6506.06; Los Angeles County; California,0.2831479017,181.21445175000002,4436,1922,1745,0.8116,0.4979,0.5487,0.5853,0.9992,81344,7.5,15.8,14.7,10,6.7,0.8850878624666776,1.3057851239669422,0.3363228699551569,0.37027707808564225,1.1235955056179774,0.5537190082644629,,,,,,
Los Angeles County,06037650607,Census Tract 6506.07; Los Angeles County; California,0.19525950344,124.96594060000001,2736,1193,1105,0.4123,0.4545,0.506,0.6499,0.2206,96181,1.1,19.4,7.2,11.2,0,1.0465263043359991,1.603305785123967,0.04932735426008969,0.181360201511335,1.2584269662921348,0,,,,,,
Los Angeles County,06037650701,Census Tract 6507.01; Los Angeles County; California,0.774647253456,495.77368044,2569,1034,970,0.1331,0.0652,0.4057,0.3763,0.1635,131136,3.4,23.9,15.4,3.7,1.6,1.426864697241717,1.9752066115702478,0.15246636771300448,0.3879093198992443,0.4157303370786517,0.1322314049586777,,,,,,
Los Angeles County,06037650702,Census Tract 6507.02; Los Angeles County; California,0.540143570532,345.69149343000004,4710,1665,1638,0.1154,0.1258,0.1968,0.3657,0.1578,146176,1.4,20,15.7,2.4,0.4,1.5905119416789075,1.6528925619834711,0.06278026905829596,0.39546599496221657,0.2696629213483146,0.03305785123966942,,,,,,
Los Angeles County,06037650801,Census Tract 6508.01; Los Angeles County; California,0.285988454114,183.032403235,4082,1698,1618,0.4124,0.2524,0.3049,0.7136,0.6275,129709,4.8,20.3,9.1,11.4,3,1.4113377944616723,1.6776859504132233,0.21524663677130043,0.22921914357682618,1.2808988764044944,0.24793388429752067,,,,,,
Los Angeles County,06037650802,Census Tract 6508.02; Los Angeles County; California,0.21148350948,135.3492927,3367,1491,1318,0.3908,0.2291,0.6063,0.6669,0.4002,122644,8.2,30.6,9.3,16.4,3.2,1.334464936619335,2.5289256198347108,0.3677130044843049,0.23425692695214106,1.842696629213483,0.2644628099173554,,,,,,
Los Angeles County,06037650901,Census Tract 6509.01; Los Angeles County; California,1.36882039346,876.0440591500001,5111,2680,2254,0.4504,0.2809,0.4857,0.5605,0.6292,93487,6.2,18.4,27.3,3.1,5.4,1.0172134269082205,1.5206611570247932,0.27802690582959644,0.6876574307304786,0.34831460674157305,0.44628099173553726,,,,,,
Los Angeles County,06037650903,Census Tract 6509.03; Los Angeles County; California,0.408729121608,261.58634142,5188,1804,1804,0.4687,0.5528,0.0435,0.6268,0.7557,84508,8.6,23.1,45.1,2,8.4,0.9195147162831184,1.9090909090909092,0.3856502242152466,1.1360201511335013,0.2247191011235955,0.6942148760330579,,,,,,
Los Angeles County,06037650904,Census Tract 6509.04; Los Angeles County; California,0.360931238416,230.99573084000002,2647,1108,982,0.3519,0.1826,0.3692,0.71,0.5109,127841,9.3,27,10.3,11.1,3.9,1.3910124585169468,2.231404958677686,0.41704035874439466,0.2594458438287154,1.247191011235955,0.32231404958677684,,,,,,
Los Angeles County,06037651001,Census Tract 6510.01; Los Angeles County; California,0.547001900358,350.080819545,5437,2063,1947,0.5173,0.2705,0.5016,0.5005,0.8415,117917,5.6,19.2,32,3.5,8.9,1.2830313911103857,1.5867768595041323,0.25112107623318386,0.8060453400503778,0.3932584269662921,0.7355371900826447,,,,,,
Los Angeles County,06037651002,Census Tract 6510.02; Los Angeles County; California,0.45717758667,292.593323925,4873,1843,1774,0.3347,0.1701,0.2593,0.5681,0.625,123409,5.4,17.4,21.8,4.9,5,1.342788749251945,1.4380165289256197,0.242152466367713,0.5491183879093199,0.550561797752809,0.4132231404958678,,,,,,
Los Angeles County,06037651101,Census Tract 6511.01; Los Angeles County; California,2.15114026586,1376.72821015,4639,1783,1763,0.5034,0.1743,0.5648,0.491,0.8812,111250,5.2,20.3,11.2,7,1.3,1.210489091997171,1.6776859504132233,0.23318385650224216,0.2821158690176322,0.7865168539325842,0.10743801652892562,,,,,,
Los Angeles County,06037651102,Census Tract 6511.02; Los Angeles County; California,0.324100968636,207.42438489,3653,1895,1749,0.3374,0.1647,0.5187,0.3678,0.5243,78708,6.3,15.1,8.7,5.3,1,0.8564060714868614,1.2479338842975207,0.2825112107623318,0.21914357682619645,0.5955056179775281,0.08264462809917356,,,,,,
Los Angeles County,06037651201,Census Tract 6512.01; Los Angeles County; California,0.67290821815,430.660771625,4797,1824,1689,0.0688,0.0749,0.2256,0.3349,0.0919,158990,11.7,25.2,12,1.3,0.4,1.7299385234753277,2.0826446280991737,0.5246636771300448,0.30226700251889166,0.14606741573033707,0.03305785123966942,,,,,,
Los Angeles County,06037651221,Census Tract 6512.21; Los Angeles County; California,0.268816567664,172.04240836,3912,1578,1474,0.5051,0.2591,0.648,0.587,0.7042,104000,5.8,25,20.8,5.3,0.5,1.1316032860018497,2.066115702479339,0.2600896860986547,0.5239294710327456,0.5955056179775281,0.04132231404958678,,,,,,
Los Angeles County,06037651222,Census Tract 6512.22; Los Angeles County; California,0.58042520609,371.471710975,6091,2681,2383,0.2976,0.2567,0.2058,0.4204,0.481,104049,2.6,26.4,19.5,5,1.5,1.13213644524237,2.1818181818181817,0.11659192825112108,0.49118387909319894,0.5617977528089887,0.12396694214876033,,,,,,
Los Angeles County,06037651302,Census Tract 6513.02; Los Angeles County; California,0.922095360134,590.140361785,5896,2558,2213,0.2258,0.2501,0.454,0.2072,0.1883,159395,5.6,21.6,11.7,6,2.6,1.7343452478102388,1.785123966942149,0.25112107623318386,0.29471032745591935,0.6741573033707865,0.21487603305785125,,,,,,
Los Angeles County,06037651304,Census Tract 6513.04; Los Angeles County; California,0.552559838648,353.63789602,5135,2692,2516,0.1478,0.1815,0.2493,0.2498,0.1727,110325,4.6,19.4,11.5,4.1,0,1.2004243512322508,1.603305785123967,0.20627802690582958,0.2896725440806045,0.46067415730337075,0,,,,,,
Los Angeles County,06037651401,Census Tract 6514.01; Los Angeles County; California,0.388299692584,248.51152166,2524,1299,1254,0.4129,0.2163,0.4203,0.3684,0.7393,95184,11.1,17.6,10.2,7,1,1.0356781459115392,1.4545454545454548,0.4977578475336323,0.2569269521410579,0.7865168539325842,0.08264462809917356,,,,,,
Los Angeles County,06037651402,Census Tract 6514.02; Los Angeles County; California,0.70573847121,451.672109775,5842,2273,2103,0.4365,0.2268,0.8404,0.5765,0.3808,101250,5.1,25.6,17.1,6.4,1.9,1.1016810837277624,2.115702479338843,0.2286995515695067,0.43073047858942065,0.7191011235955056,0.15702479338842976,,,,,,
Los Angeles County,06037670001,Census Tract 6700.01; Los Angeles County; California,0.362602673974,232.06544838500002,3698,1414,1338,0.5775,0.3316,0.4928,0.5209,0.9069,104375,2.6,20.4,38.9,6.8,11.9,1.1356835863119525,1.6859504132231404,0.11659192825112108,0.9798488664987405,0.7640449438202247,0.9834710743801653,,,,,,
Los Angeles County,06037670002,Census Tract 6700.02; Los Angeles County; California,0.334724179064,214.22323186,3581,1505,1443,0.6345,0.4767,0.6461,0.5355,0.7945,74972,12.9,17.6,41.3,6.4,10.9,0.8157553995974104,1.4545454545454548,0.57847533632287,1.0403022670025188,0.7191011235955056,0.9008264462809918,,,,,,
Los Angeles County,06037670003,Census Tract 6700.03; Los Angeles County; California,0.57764527169,369.692554975,5984,2415,2352,0.4605,0.3986,0.419,0.2508,0.6646,90833,7.7,17.5,15.8,4.1,4.7,0.9883357815135194,1.4462809917355373,0.3452914798206278,0.397984886649874,0.46067415730337075,0.38842975206611574,,,,,,
Los Angeles County,06037670101,Census Tract 6701.01; Los Angeles County; California,0.42512146812,272.0774313,3240,1247,1208,0.683,0.3889,0.8842,0.5525,0.8416,79375,30.1,22.4,41.5,5.8,13,0.8636635656384309,1.8512396694214874,1.3497757847533634,1.0453400503778336,0.6516853932584269,1.0743801652892562,,,,,,
Los Angeles County,06037670102,Census Tract 6701.02; Los Angeles County; California,0.21216382120399999,135.78469171,4159,1665,1549,0.5397,0.6916,0.3356,0.6185,0.3612,69364,12.4,24,40.4,10.9,9.9,0.754735868559926,1.9834710743801653,0.5560538116591929,1.017632241813602,1.2247191011235954,0.8181818181818182,,,,,,
Los Angeles County,06037670201,Census Tract 6702.01; Los Angeles County; California,1.88153103079,1204.178495225,3625,1544,1416,0.1497,0.1942,0.3608,0.1739,0.1364,169375,1.9,21.8,13,1.7,1.4,1.8429356400631087,1.8016528925619837,0.08520179372197309,0.327455919395466,0.19101123595505617,0.11570247933884296,,,,,,
Los Angeles County,06037670202,Census Tract 6702.02; Los Angeles County; California,1.152139178856,737.3682389400001,2568,892,814,0.0227,0.1163,0.1725,0.253,0.0092,225833,1.8,23.2,14.6,2.2,0.5,2.457243893150536,1.9173553719008265,0.08071748878923767,0.36775818639798485,0.24719101123595508,0.04132231404958678,,,,,,
Los Angeles County,06037670324,Census Tract 6703.24; Los Angeles County; California,1.831975225192,1172.46281558,5505,2310,2162,0.0802,0.0435,0.5079,0.1163,0.0937,206585,3.7,23.9,1.8,0.5,0,2.247810238833578,1.9752066115702478,0.16591928251121077,0.04534005037783375,0.056179775280898875,0,,,,,,
Los Angeles County,06037670326,Census Tract 6703.26; Los Angeles County; California,1.559365977582,997.993094805,3303,1450,1352,0.0427,0.0706,0.2107,0.235,0.0566,236957,4,18.3,6.3,3.5,0.3,2.578281921549426,1.512396694214876,0.17937219730941703,0.1586901763224181,0.3932584269662921,0.024793388429752067,,,,,,
Los Angeles County,06037670328,Census Tract 6703.28; Los Angeles County; California,1.384412736628,886.02314747,4411,1746,1609,0.049,0.0188,0.3098,0.2809,0.0845,249432,3.9,25.6,4.2,2.3,0.6,2.7140199118655133,2.115702479338843,0.1748878923766816,0.10579345088161209,0.2584269662921348,0.049586776859504134,,,,,,
Los Angeles County,06037670405,Census Tract 6704.05; Los Angeles County; California,0.578970373754,370.54061933500003,2715,1242,1134,0.4103,0.1608,0.8159,0.3136,0.5401,145469,3.4,19,2.7,2.7,0,1.5828192154942604,1.5702479338842976,0.15246636771300448,0.06801007556675064,0.30337078651685395,0,,,,,,
Los Angeles County,06037670406,Census Tract 6704.06; Los Angeles County; California,0.458767168604,293.61065521,1727,655,611,0.1414,0.1944,0.4226,0.4855,0.0497,219375,5.5,22.3,0.6,1.9,0.2,2.386975681410152,1.8429752066115703,0.24663677130044842,0.015113350125944582,0.21348314606741572,0.01652892561983471,,,,,,
Los Angeles County,06037670407,Census Tract 6704.07; Los Angeles County; California,0.485719790918,310.86031394500003,6082,2449,2343,0.3741,0.2456,0.5182,0.5249,0.4485,132083,5.8,25.3,5.7,6.1,0.3,1.43716881562483,2.090909090909091,0.2600896860986547,0.14357682619647355,0.6853932584269662,0.024793388429752067,,,,,,
Los Angeles County,06037670413,Census Tract 6704.13; Los Angeles County; California,0.844531715456,540.49968544,4852,1808,1678,0.1541,0.114,0.2778,0.423,0.2032,182212,3.3,25.7,8.7,2.3,1,1.9826124802785485,2.12396694214876,0.14798206278026904,0.21914357682619645,0.2584269662921348,0.08264462809917356,,,,,,
Los Angeles County,06037670416,Census Tract 6704.16; Los Angeles County; California,1.37702313045,881.2938048750001,4224,1720,1577,0.3688,0.2604,0.6096,0.4189,0.3793,155135,5.9,24.9,10,3.1,3.1,1.6879930362874707,2.0578512396694215,0.2645739910313901,0.2518891687657431,0.34831460674157305,0.25619834710743805,,,,,,
Los Angeles County,06037670417,Census Tract 6704.17; Los Angeles County; California,0.780612529356,499.59145269000004,2795,1061,1044,0.1341,0.0147,0.6945,0.3951,0.1272,155385,3.3,23.8,3.6,3.5,0.1,1.690713236494206,1.9669421487603307,0.14798206278026904,0.0906801007556675,0.3932584269662921,0.008264462809917356,,,,,,
Los Angeles County,06037670418,Census Tract 6704.18; Los Angeles County; California,0.975779368316,624.49808809,4557,1622,1502,0.0793,0.0494,0.4151,0.3192,0.0781,213375,2.3,24.5,13.7,0.3,0.7,2.3216908764485065,2.024793388429752,0.10313901345291479,0.345088161209068,0.033707865168539325,0.05785123966942148,,,,,,
Los Angeles County,06037670500,Census Tract 6705; Los Angeles County; California,2.990318290984,1913.8015376600001,1451,682,570,0.0439,0.0649,0.4474,0.2313,0.0171,250001,6.2,19.8,5,2.2,0.2,2.720211087536043,1.6363636363636365,0.27802690582959644,0.12594458438287154,0.24719101123595508,0.01652892561983471,,,,,,
Los Angeles County,06037670603,Census Tract 6706.03; Los Angeles County; California,1.50557386084,963.5661791,1897,690,637,0.082,0.0262,0.1349,0.47,0.2298,216801,0.8,16.6,9.3,3.6,0.6,2.358968500081606,1.371900826446281,0.03587443946188341,0.23425692695214106,0.4044943820224719,0.049586776859504134,,,,,,
Los Angeles County,06037670604,Census Tract 6706.04; Los Angeles County; California,3.994288510728,2556.34175022,4911,2435,2069,0.1371,0.0455,0.1909,0.1985,0.4259,149205,6.3,16.3,8.4,1.1,2.9,1.6234698873837115,1.347107438016529,0.2825112107623318,0.21158690176322417,0.12359550561797754,0.2396694214876033,,,,,,
Los Angeles County,06037670701,Census Tract 6707.01; Los Angeles County; California,1.113210444706,712.453877315,6538,2245,2160,0.071,0.0273,0.1871,0.3716,0.1741,168697,3.4,18.8,24.1,3.7,1.9,1.8355584571024428,1.553719008264463,0.15246636771300448,0.6070528967254408,0.4157303370786517,0.15702479338842976,,,,,,
Los Angeles County,06037670702,Census Tract 6707.02; Los Angeles County; California,2.58619227742,1655.16118205,5722,2185,2009,0.0378,0.1062,0.1408,0.1296,0.0645,208177,1.9,11.9,7.9,0.6,0.5,2.265132473750068,0.9834710743801653,0.08520179372197309,0.198992443324937,0.06741573033707865,0.04132231404958678,,,,,,
Los Angeles County,06037700101,Census Tract 7001.01; Los Angeles County; California,0.260264794466,166.56927971500002,5329,3798,3501,0.5554,0.5727,0.3781,0.1129,0.7801,66901,15.7,4.5,14.3,8.1,2.5,0.7279364561231707,0.37190082644628103,0.7040358744394618,0.3602015113350126,0.9101123595505617,0.2066115702479339,,,,,,
Los Angeles County,06037700102,Census Tract 7001.02; Los Angeles County; California,0.189564885042,121.321388955,4651,2892,2787,0.6061,0.6521,0.4109,0.1455,0.7744,54648,19.4,4.2,11.2,8.2,1.5,0.5946140035906643,0.34710743801652894,0.8699551569506726,0.2821158690176322,0.9213483146067415,0.12396694214876033,,,,,,
Los Angeles County,06037700200,Census Tract 7002; Los Angeles County; California,0.269881823082,172.724171055,6908,4653,4243,0.3632,0.5063,0.029,0.2393,0.7481,88502,10.2,2.4,24.5,1.4,3.7,0.9629726347859202,0.19834710743801653,0.4573991031390134,0.6171284634760705,0.15730337078651685,0.3057851239669422,,,,,,
Los Angeles County,06037700300,Census Tract 7003; Los Angeles County; California,0.234420670994,150.02905943500002,5745,4351,4113,0.2864,0.4471,0.1534,0.0626,0.3642,96673,7.9,2.8,10.2,4.1,2,1.051879658342854,0.23140495867768593,0.3542600896860987,0.2569269521410579,0.46067415730337075,0.1652892561983471,,,,,,
Los Angeles County,06037700400,Census Tract 7004; Los Angeles County; California,0.508086679778,325.17510659500005,4680,3336,2873,0.1896,0.3268,0.1116,0.052,0.3018,94169,12.3,4,5.6,3.6,2,1.0246341330721942,0.3305785123966942,0.5515695067264574,0.1410579345088161,0.4044943820224719,0.1652892561983471,,,,,,
Los Angeles County,06037700501,Census Tract 7005.01; Los Angeles County; California,0.230746524362,147.677608255,4187,2914,2515,0.3051,0.4211,0.1527,0.047,0.4722,105670,10.8,9.1,7.3,1.8,0.5,1.149774223382841,0.7520661157024793,0.484304932735426,0.18387909319899243,0.20224719101123595,0.04132231404958678,,,,,,
Los Angeles County,06037700502,Census Tract 7005.02; Los Angeles County; California,0.19461007987599999,124.55030999,3858,3533,2804,0.4241,0.5329,0.0638,0.1999,0.7547,102436,15,1.5,14.2,2.1,4.5,1.1145857135085142,0.12396694214876033,0.6726457399103138,0.3576826196473551,0.23595505617977527,0.37190082644628103,,,,,,
Los Angeles County,06037700600,Census Tract 7006; Los Angeles County; California,2.19416747274,1404.26559135,4983,2068,1639,0.1059,0.1475,0.3308,0.0156,0.1294,238125,6.8,23.9,7.8,1.7,4,2.590990696915293,1.9752066115702478,0.30493273542600896,0.1964735516372796,0.19101123595505617,0.3305785123966942,,,,,,
Los Angeles County,06037700700,Census Tract 7007; Los Angeles County; California,1.363170176792,872.4279245800001,3530,1318,1165,0.0323,0.0624,0.2866,0.0194,0.0463,220059,5,25.2,1.7,2.7,0.3,2.394418149175779,2.0826446280991737,0.22421524663677128,0.04282115869017632,0.30337078651685395,0.024793388429752067,,,,,,
Los Angeles County,06037700801,Census Tract 7008.01; Los Angeles County; California,0.561688062132,359.47995243,3858,2870,2293,0.5909,0.5948,0.8365,0.0634,0.5205,76233,18.8,8.3,4.5,10.3,1.3,0.8294760894401828,0.6859504132231405,0.8430493273542601,0.11335012594458438,1.1573033707865168,0.10743801652892562,,,,,,
Los Angeles County,06037700802,Census Tract 7008.02; Los Angeles County; California,0.264610372476,169.35044649,4036,2263,1991,0.5438,0.6689,0.4298,0.173,0.5266,111390,11.1,8.6,9.9,6.8,4.7,1.2120124041129428,0.7107438016528925,0.4977578475336323,0.24937027707808562,0.7640449438202247,0.38842975206611574,,,,,,
Los Angeles County,06037700901,Census Tract 7009.01; Los Angeles County; California,0.406819847218,260.364407195,4293,1643,1482,0.2414,0.2533,0.4231,0.1706,0.2488,107361,13.2,29.8,8.5,0.9,0.8,1.168173657581198,2.462809917355372,0.5919282511210762,0.2141057934508816,0.10112359550561797,0.06611570247933884,,,,,,
Los Angeles County,06037700902,Census Tract 7009.02; Los Angeles County; California,0.368506173554,235.843683835,6528,3571,3170,0.4805,0.5157,0.5564,0.1719,0.4761,92453,9.1,15,10,5.6,2.8,1.0059626788531635,1.2396694214876034,0.4080717488789237,0.2518891687657431,0.6292134831460674,0.23140495867768593,,,,,,
Los Angeles County,06037701000,Census Tract 7010; Los Angeles County; California,0.549244766876,351.51625249,5178,3000,2598,0.2228,0.4498,0.1149,0.0949,0.218,114737,8.6,12.8,5,1.6,1.4,1.2484304444807137,1.0578512396694215,0.3856502242152466,0.12594458438287154,0.1797752808988764,0.11570247933884296,,,,,,
Los Angeles County,06037701201,Census Tract 7012.01; Los Angeles County; California,0.749808539592,479.87692158000004,3920,1669,1474,0.0826,0.1159,0.3068,0.106,0.0995,239559,7.7,23.1,8.6,1.4,1.6,2.606593765301126,1.9090909090909092,0.3452914798206278,0.21662468513853902,0.15730337078651685,0.1322314049586777,,,,,,
Los Angeles County,06037701202,Census Tract 7012.02; Los Angeles County; California,0.156262815338,100.00808849500001,3490,1997,1747,0.0332,0.084,0.1186,0.0327,0.0959,158808,6.9,18,6,0.5,0.7,1.7279582177248245,1.4876033057851241,0.3094170403587444,0.15113350125944583,0.056179775280898875,0.05785123966942148,,,,,,
Los Angeles County,06037701302,Census Tract 7013.02; Los Angeles County; California,0.17609726118,112.70211945000001,4829,3106,2943,0.1902,0.2944,0.0587,0.0634,0.4658,101161,8.7,10,6.7,0.1,0,1.1007126924541646,0.8264462809917356,0.390134529147982,0.16876574307304784,0.011235955056179775,0,,,,,,
Los Angeles County,06037701304,Census Tract 7013.04; Los Angeles County; California,0.8032852109999999,514.1019525,6285,3446,2754,0.1775,0.0867,0.3418,0.0919,0.4094,131983,5.5,23,15.9,5.1,2.3,1.4360807355421359,1.9008264462809918,0.24663677130044842,0.4005037783375315,0.5730337078651685,0.19008264462809915,,,,,,
Los Angeles County,06037701402,Census Tract 7014.02; Los Angeles County; California,0.320249987288,204.95975962,6179,4433,3630,0.5825,0.383,0.5181,0.2091,0.9351,116296,16.6,7.2,24.9,5,4.1,1.2653936129699146,0.5950413223140496,0.7443946188340808,0.6272040302267001,0.5617977528089887,0.33884297520661155,,,,,,
Los Angeles County,06037701501,Census Tract 7015.01; Los Angeles County; California,0.238407560246,152.580665665,5058,2986,2649,0.27,0.2574,0.0817,0.1538,0.6786,132137,11.2,14,6.7,2,2.2,1.4377563788694847,1.15702479338843,0.5022421524663677,0.16876574307304784,0.2247191011235955,0.18181818181818185,,,,,,
Los Angeles County,06037701502,Census Tract 7015.02; Los Angeles County; California,0.235597123788,150.78198837000002,3784,2246,1960,0.3893,0.4572,0.1145,0.207,0.6677,105455,5.7,4.7,17.9,7.2,4.6,1.1474348512050487,0.38842975206611574,0.2556053811659193,0.45088161209068,0.8089887640449438,0.3801652892561983,,,,,,
Los Angeles County,06037701601,Census Tract 7016.01; Los Angeles County; California,0.469882659082,300.72456105500004,3963,1833,1725,0.197,0.1632,0.294,0.104,0.3549,154583,4.5,21.6,9.5,0.7,5.3,1.6819868342309994,1.785123966942149,0.20179372197309417,0.2392947103274559,0.07865168539325842,0.4380165289256198,,,,,,
Los Angeles County,06037701602,Census Tract 7016.02; Los Angeles County; California,0.255035042876,163.22224249,4614,2090,1951,0.5446,0.6486,0.2663,0.3385,0.6196,122401,11.2,23.1,18.7,2.6,6,1.3318209020183887,1.9090909090909092,0.5022421524663677,0.4710327455919395,0.29213483146067415,0.49586776859504134,,,,,,
Los Angeles County,06037701701,Census Tract 7017.01; Los Angeles County; California,0.253494109794,162.23604643500002,3350,1923,1744,0.2863,0.4644,0.1213,0.2632,0.3051,73710,9.8,12.4,22.2,5.5,5.8,0.802023828953811,1.0247933884297522,0.43946188340807174,0.5591939546599496,0.6179775280898876,0.4793388429752066,,,,,,
Los Angeles County,06037701702,Census Tract 7017.02; Los Angeles County; California,0.234360439082,149.990511055,3146,1968,1703,0.5558,0.5479,0.229,0.2115,0.8675,73906,20.8,10.2,11.9,3.4,1.6,0.8041564659158914,0.8429752066115702,0.9327354260089686,0.29974811083123426,0.38202247191011235,0.1322314049586777,,,,,,
Los Angeles County,06037701801,Census Tract 7018.01; Los Angeles County; California,0.731966766172,468.45819953,6668,3011,2730,0.7909,0.5801,0.6661,0.5201,0.9789,77698,16.6,22.1,41.3,7.1,13.2,0.8454164626516512,1.8264462809917357,0.7443946188340808,1.0403022670025188,0.797752808988764,1.0909090909090908,,,,,,
Los Angeles County,06037701802,Census Tract 7018.02; Los Angeles County; California,0.48215452505,308.57854637500003,5260,2294,2151,0.6299,0.5534,0.5797,0.4499,0.7512,89125,17.7,13.6,32.5,7.2,8.1,0.9697513737011044,1.1239669421487604,0.7937219730941704,0.818639798488665,0.8089887640449438,0.6694214876033058,,,,,,
Los Angeles County,06037701902,Census Tract 7019.02; Los Angeles County; California,0.691040340274,442.26531663500003,5149,3826,3330,0.5827,0.5857,0.4325,0.1415,0.7904,75565,24.2,5,6,4.3,2.3,0.8222077144877863,0.4132231404958678,1.0852017937219731,0.15113350125944583,0.4831460674157303,0.19008264462809915,,,,,,
Los Angeles County,06037702002,Census Tract 7020.02; Los Angeles County; California,0.39178156042,250.73991455,6185,3662,3345,0.4959,0.5798,0.2805,0.2201,0.6088,96664,9.4,14.6,14.6,5,2.9,1.0517817311354116,1.2066115702479339,0.42152466367713004,0.36775818639798485,0.5617977528089887,0.2396694214876033,,,,,,
