cds_code,status,charter,ed_type,level,pb_prv_bie,school,district,county,street,city,state,stacked,stack_cnt,grades_offered,grades_served,pounds_chloropicrin_intersection
50755566052989,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Cardozo Middle,Riverbank Unified,Stanislaus,3525 Santa Fe Street,Riverbank,CA,Yes,2,6-8,6-8,5.621159486585702
52714726066328,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Berrendos Middle,Antelope Elementary,Tehama,401 Chestnut Avenue,Red Bluff,CA,No,1,6-8,6-8,5.562975627775502
10624146007157,Active,No,Traditional,Elementary,Public,John S. Wash Elementary,Sanger Unified,Fresno,6350 East Lane Avenue,Fresno,CA,No,1,P-6,K-6,5.076742200773514
16747081690015,Active,No,Regional Occupational Center/Program,High School,Public,Kings County ROP,Kings County ROP,Kings,1144 West Lacey Boulevard,Hanford,CA,No,1,10-12,No Data,4.951126349748436
51713816053250,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Franklin Elementary,Franklin Elementary,Sutter,332 North Township Road,Yuba City,CA,No,1,K-8,K-8,3.016894506664963
10621666006548,Active,No,Traditional,Elementary,Public,Vinland Elementary,Fresno Unified,Fresno,4666 North Maple Avenue,Fresno,CA,No,1,K-6,K-6,2.7845844067335745
16639176113609,Active,No,Traditional,Elementary,Public,Martin Luther King Jr. Elementary,Hanford Elementary,Kings,820 Hume Avenue,Hanford,CA,No,1,K-6,K-6,2.5818406990211207
33672156032536,Active,No,Traditional,Elementary,Public,Alcott Elementary,Riverside Unified,Riverside,2433 Central Avenue,Riverside,CA,No,1,K-6,K-6,2.0706883981425594
10621170139766,Active,No,Traditional,Elementary,Public,Janet L. Young Elementary,Clovis Unified,Fresno,3140 North Locan Avenue,Fresno,CA,No,1,K-6,No Data,1.8126442195262726
10621176005904,Active,No,Traditional,Elementary,Public,Sierra Vista Elementary,Clovis Unified,Fresno,510 Barstow Avenue,Clovis,CA,No,1,K-6,K-6,1.4118629640625935
33672156032635,Active,No,Traditional,Elementary,Public,Highland Elementary,Riverside Unified,Riverside,700 Highlander Drive,Riverside,CA,No,1,P-6,K-6,1.3817332152677453
43695830102368,Active,No,Traditional,High School,Public,Ann Sobrato High,Morgan Hill Unified,Santa Clara,401 Burnett Avenue,Morgan Hill,CA,No,1,9-12,9-12,1.3807738291356821
06615980630046,Active,No,Alternative School of Choice,Elementary - High Combination,Public,Colusa Alternative Home,Colusa Unified,Colusa,745 10th Street,Colusa,CA,No,1,K-12,2-12,1.1890075631675645
39686766042618,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Harrison Elementary,Stockton Unified,San Joaquin,3203 Sanguinetti Lane,Stockton,CA,No,1,K-8,K-8,1.073676772872422
50757396118814,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Marvin A. Dutcher Middle,Turlock Unified,Stanislaus,1441 Colorado Avenue,Turlock,CA,No,1,6-8,6-8,1.061633576488049
58105876069249,Active,No,Special Education School,Elementary - High Combination,Public,Yuba County Special Education,Yuba County Office of Education,Yuba,935 14th Street,Marysville,CA,No,1,P-12,K-12,0.9686614751848074
50755566052971,Active,No,Traditional,Elementary,Public,California Avenue Elementary,Riverbank Unified,Stanislaus,3800 California Avenue,Riverbank,CA,No,1,K-5,K-5,0.7760228616330607
54722566054605,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Green Acres Middle,Visalia Unified,Tulare,1147 North Mooney Boulevard,Visalia,CA,Yes,2,7-8,7-8,0.688646880842284
16639251630169,Active,No,Traditional,High School,Public,Hanford West High,Hanford Joint Union High,Kings,1150 West Lacey Boulevard,Hanford,CA,No,1,9-12,9-12,0.47810338412143444
50710436112346,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Blaker-Kinser Junior High,Ceres Unified,Stanislaus,1601 Kinser Road,Ceres,CA,No,1,7-8,7-8,0.43388420042936
24102492430171,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Valley Atwater Community,Merced County Office of Education,Merced,1800 Matthew Avenue,Atwater,CA,No,1,6-12,7-12,0.21583270925577905
39686766042758,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Roosevelt Elementary,Stockton Unified,San Joaquin,776 South Broadway Avenue,Stockton,CA,No,1,K-8,K-8,0.1598594386254986
39686766042576,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Fillmore Elementary,Stockton Unified,San Joaquin,2644 East Poplar Street,Stockton,CA,No,1,K-8,K-8,0.12366990661115797
56725530101378,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Las Colinas Middle,Pleasant Valley,Ventura,5750 Fieldcrest Drive,Camarillo,CA,No,1,6-8,6-8,0.10961896193581672
56725796055537,Active,No,Traditional,Elementary,Public,Santa Clara Elementary,Santa Clara Elementary,Ventura,20030 East Telegraph Road,Santa Paula,CA,No,1,K-6,K-6,0.07652248915104179
